13676,11264,11500,13856,11992,5960,16960,15792,3160,10612,17056,8304,11456,15108,12368,8604,7344,18032,14348,17916,13356,16120,10356,9684,11524,7156,12368,15276,13696,16708,10820,10000,15044,3428,12396,10960,11736,12784,7844,10064,13556,10364,7080,6204,12644,9140,5420,12616,13112,6204,4084,13264,14684,13392,16148,16200,9356,15880,15404,14340,14092,15332,12524,16140,17964,13148,12312,17012,13684,15752,9000,11208,10852,12784,9044,12076,5880,7320,11528,13588,10568,16996,6700,6108,8912,7704,9584,4788
7420,6838,4950,7891,4382,2948,8440,8681,1646,5140,8304,5521,6684,7046,8040,5001,1079,9646,5953,8775,6833,7102,3340,2892,5562,4403,6122,6056,7929,8160,5619,5577,6294,1616,7821,5685,5705,6072,4335,2758,9077,4922,4285,4124,7500,5987,3117,6573,6149,4451,3034,8277,5561,6758,7434,7559,5997,6250,6909,6616,6996,7156,7628,8168,8788,7288,8257,7955,5531,7987,5373,7668,4018,5869,5784,4600,1569,1619,3806,5826,4140,8150,3429,4027,5824,1806,5889,2818
9148,9208,8180,9940,6920,3856,10760,10788,1952,8276,11456,6684,9136,9756,10024,4704,2700,12208,7240,11328,9024,11144,5508,4836,8636,6224,8008,9900,9716,10844,7648,5684,8860,2476,9840,6020,7548,9776,4792,4528,11032,5596,4500,4020,10252,5944,4504,8324,9604,4704,2780,9596,9424,9912,10972,9828,7672,10760,9760,9852,8708,10468,9508,10596,11988,10180,10500,10336,9104,10900,6996,8400,6812,6500,6820,7628,2388,3228,5776,9596,5224,10628,4448,5688,6304,3264,6460,2580
12113,9530,10077,12092,10939,5317,15185,13927,2842,9101,15108,7046,9756,13489,10479,7890,7123,15935,13349,16053,11812,14207,9575,9039,9975,5956,11032,13645,11979,14898,9480,9117,13665,2992,10560,10053,10483,11016,7065,9527,11470,9538,6326,5518,10722,8125,4569,11208,11410,5335,3593,11544,13144,11620,14277,14629,7905,14063,13806,12650,12678,13541,10786,14356,15932,11282,10292,15358,12160,13865,7710,9669,9755,11873,7797,10841,5634,6952,10750,11925,9864,15262,5946,4982,7790,7350,8466,4400
10753,10228,7769,11536,6692,4324,12290,12618,2354,8051,12368,8040,10024,10479,11794,6783,1794,14074,8449,12813,10071,10964,5127,4431,8603,6689,8980,9417,11510,12017,8365,7694,9343,2485,11487,7886,8388,9500,6103,4162,13237,6919,5982,5679,11257,8275,4753,9578,9514,6273,4139,11876,8731,10284,11275,11028,8857,9896,10315,10065,10115,10831,11155,11967,13047,10975,12198,11605,8633,11884,7950,10884,6299,8174,8347,7169,2298,2574,5686,9131,5914,11921,5027,6135,8224,2778,8320,3801
8986,4700,2860,8233,5371,3531,10765,10054,2342,2132,8604,5001,4704,7890,6783,9406,3332,11089,11129,11111,7452,5319,4766,4718,3228,2112,7322,5098,8774,9533,5328,9724,8322,1115,6748,10120,6816,2788,6609,5625,8000,8653,6455,6407,5049,9149,1609,7897,3815,5381,4682,9543,4476,4858,6686,10208,4665,3895,7842,5677,9539,6464,7295,9621,9385,5239,5981,10722,4196,7896,4511,9019,3488,11252,6112,4086,3883,3263,6510,3510,7858,10411,3958,1472,7490,4066,7957,5429
4963,2190,5489,4165,7650,2596,7450,5457,1328,3921,7344,1079,2700,7123,1794,3332,7595,6628,8886,8068,5308,7682,7437,7429,4491,1096,5378,8511,4021,7387,3996,4037,8499,1439,2216,5081,5263,4988,3018,8324,1610,5427,2157,1385,2727,2138,1226,4985,5465,572,435,3039,8560,4926,7411,8009,1410,8626,7716,6499,6349,6885,2837,6709,7729,3757,1161,8380,7352,6197,2077,1556,6531,7185,1733,7079,5069,6575,8380,6555,6914,7941,2708,378,1800,6872,2591,1833
15453,12136,10929,15522,11864,6492,18730,17784,3630,10151,18032,9646,12208,15935,14074,11089,6628,20070,16027,19643,14489,15816,10107,9443,11315,7447,13472,14733,15604,18037,11539,12396,15727,3401,13993,13236,12698,12252,9373,9950,15719,12031,8772,8083,13477,11777,5555,14016,12848,7879,5603,15698,13917,13632,16419,17662,10459,14836,16069,14501,15751,15667,14183,17675,19115,13803,13860,18555,13119,16766,9908,13852,10307,14948,10631,11589,5992,6808,11682,12947,11594,18521,7341,6357,11008,7414,11654,6249
12583,6864,7633,11449,11223,5463,16175,14080,3248,5851,14348,5953,7240,13349,8449,11129,8886,16027,17094,17008,11519,11763,10361,10225,7259,3445,11326,12031,11772,15090,8545,12058,14629,2356,8711,13222,10748,7408,8524,11627,9481,12176,7709,7026,7702,10180,2886,11563,8617,5634,4681,11675,11475,9142,12701,15996,6046,11207,13753,11010,14034,12051,9598,14624,15372,8626,7355,16779,10289,12812,6325,9959,8767,15826,7407,9795,7421,8133,12588,9173,12564,16224,5989,2291,8562,9044,9573,6338
15131,11116,10913,14867,12599,6483,18755,17306,3628,9727,17916,8775,11328,16053,12813,11111,8068,19643,17008,19726,14277,15843,11029,10477,10971,6663,13450,15179,14950,18034,11235,12428,16341,3340,12869,13472,12726,11840,9306,11259,14239,12428,8539,7738,12414,11290,5096,13841,12583,7216,5233,14817,14457,13178,16405,17986,9504,15167,16335,14450,15850,15607,13270,17544,19004,13010,12361,18885,13411,16458,9235,12803,10783,15628,9899,12063,6851,7903,12792,12957,12428,18692,7259,5485,10378,8576,11195,6262
11072,8924,8562,11177,9079,4735,13565,12766,2578,7934,13356,6833,9024,11812,10071,7452,5308,14489,11519,14277,10594,12179,7784,7272,8718,5578,9826,11440,11142,13215,8514,8484,11700,2605,10050,9168,9292,9564,6531,7601,11146,8491,6011,5413,9963,7927,4191,10125,9907,5347,3668,11007,10906,10306,12408,12868,7551,11723,11976,10991,11337,11810,10165,12859,14111,10277,9977,13516,10222,12380,7203,9519,8066,10508,7482,9020,4503,5371,8818,10128,8406,13501,5340,4766,7562,5742,8061,4175
11673,10860,12541,12198,12006,5350,14840,13622,2574,11711,16120,7102,11144,14207,10964,5319,7682,15816,11763,15843,12179,16862,10399,9639,12247,7341,11104,16097,11698,15211,10217,6862,14063,3571,11067,7894,10628,14020,5921,9696,11665,8041,5008,3917,12347,5941,5603,11032,13900,4379,2267,10654,15751,13592,16115,14324,8555,17474,14651,14443,12025,15219,10993,14417,16801,12957,11260,15037,14589,14844,8304,8358,11567,9662,7439,12737,5364,7568,10930,14755,8894,15135,5995,6379,6540,7614,7166,2851
7599,5102,7463,7158,8971,3617,10305,8605,1866,6143,10356,3340,5508,9575,5127,4766,7437,10107,10361,11029,7784,10399,8297,8065,6789,3080,7500,10675,6985,10228,6132,5699,10455,2082,5420,6707,7229,7568,4413,8755,5358,6796,3584,2772,5916,4161,2597,7298,7956,2271,1487,6150,10532,7648,10171,10443,3933,11007,10074,8988,8644,9551,5856,9578,10890,6768,4718,10946,9396,9175,4264,4481,7913,8687,3983,8671,5228,6750,9254,8859,7892,10660,3926,2270,3926,7046,4664,2630
7127,4414,6863,6566,8627,3417,9785,8021,1786,5479,9684,2892,4836,9039,4431,4718,7429,9443,10225,10477,7272,9639,8065,7897,6141,2568,7084,10043,6433,9652,5652,5579,10047,1906,4748,6587,6837,6800,4245,8667,4606,6668,3424,2644,5148,3961,2237,6866,7252,2023,1399,5622,9924,6944,9475,10003,3381,10247,9546,8348,8260,8887,5248,9018,10202,6032,3934,10482,8788,8511,3784,4025,7489,8599,3575,8199,5228,6670,9078,8163,7796,10148,3686,1774,3622,6998,4376,2614
8291,8522,9223,8984,8083,3749,10285,9783,1750,8947,11524,5562,8636,9975,8603,3228,4491,11315,7259,10971,8718,12247,6789,6141,9205,5914,7784,11391,8563,10684,7478,4357,9479,2642,8586,4957,7431,10624,3971,5915,9188,5072,3414,2676,9644,4079,4415,7792,10346,3333,1591,7876,11114,10164,11603,9729,6743,12607,10208,10452,8212,10979,8336,10170,11970,9896,9060,10220,10438,10757,6366,6309,8089,5881,5627,8923,3114,4656,6914,10819,5468,10432,4252,5304,4766,4578,5078,1698
5488,6316,5542,6259,4073,2313,6315,6574,1094,5826,7156,4403,6224,5956,6689,2112,1096,7447,3445,6663,5578,7341,3080,2568,5914,4442,4806,6352,6022,6553,4898,2776,5108,1659,6522,2908,4528,6820,2585,2143,7314,2757,2441,2131,7037,3189,3173,4999,6513,2857,1476,5893,6066,6646,7040,5632,5189,7173,5924,6377,4975,6718,6147,6397,7433,6883,7211,5928,5942,6904,4641,5145,4326,2976,4310,4836,957,1585,2982,6472,2474,6227,2704,4166,3718,1482,3719,1121
10340,7876,7720,10262,8624,4436,12780,11862,2452,6980,12368,6122,8008,11032,8980,7322,5378,13472,11326,13450,9826,11104,7500,7084,7784,4806,9204,10572,10278,12360,7798,8254,11128,2352,9002,8950,8710,8464,6250,7536,9954,8284,5730,5168,8800,7554,3654,9466,8898,4922,3488,10154,10082,9276,11408,12218,6694,10680,11218,10072,10752,10852,9216,12016,13096,9176,8754,12830,9382,11394,6466,8756,7496,10358,6828,8380,4538,5318,8612,9152,8280,12740,4978,4014,7048,5732,7578,4116
10869,9514,11941,11094,12053,5095,14175,12599,2454,10813,15276,6056,9900,13645,9417,5098,8511,14733,12031,15179,11440,16097,10675,10043,11391,6352,10572,15713,10619,14504,9492,6577,13917,3354,9628,7729,10159,13024,5595,10325,9906,8000,4588,3456,10896,5271,4963,10378,13032,3633,1861,9438,15460,12584,15353,13929,7371,16929,14190,13728,11552,14461,9732,13642,15930,11700,9502,14614,14148,13901,7364,7111,11419,9781,6493,12533,5824,8118,11338,14073,9172,14576,5650,5362,5722,8218,6460,2734
12055,9762,8025,12259,8418,4952,14310,13919,2804,7685,13696,7929,9716,11979,11510,8774,4021,15604,11772,14950,11142,11698,6985,6433,8563,6022,10278,10619,12371,13715,8906,9723,11531,2559,11354,10215,9645,9228,7340,6692,12948,9103,7015,6601,10775,9588,4408,10827,9651,6574,4691,12673,9914,10442,12291,13291,8528,10650,11966,10859,12029,11769,11397,13557,14537,10837,11443,13970,9494,12863,7927,11432,7307,11231,8641,8275,4031,4381,8144,9499,8410,14025,5646,5248,8976,4844,9361,4957
12724,10310,7624,12988,7951,5097,14815,14701,2960,7478,13908,8670,10164,12078,12477,9703,3137,16357,11960,15404,11505,11331,6428,5852,8424,6303,10580,10024,13205,14045,9159,10591,11406,2519,12229,10951,9879,8956,7902,6069,14165,9535,7712,7427,11301,10742,4540,11302,9440,7418,5402,13812,9201,10504,12182,13577,9180,9871,11943,10741,12503,11714,12227,14025,14809,11191,12422,14277,8963,13173,8408,12745,6764,11747,9430,7740,3712,3698,7680,9030,8422,14377,5851,5555,9950,4228,10258,5507
13804,10650,10644,13738,11751,5957,17115,15851,3260,9638,16708,8160,10844,14898,12017,9533,7387,18037,15090,18034,13215,15211,10228,9652,10684,6553,12360,14504,13715,16625,10529,10821,15026,3219,12059,11781,11709,11676,8252,10229,13275,10975,7522,6727,11921,9852,4990,12672,12210,6448,4502,13462,13871,12644,15522,16387,8990,14751,15173,13721,14363,14754,12327,16125,17669,12451,11752,17207,12893,15383,8698,11525,10304,13697,9070,11500,6122,7288,11660,12610,11062,17097,6681,5485,9270,7808,9988,5347
11591,10902,9489,12323,8556,4846,13680,13573,2548,9457,14072,8181,10828,12087,12148,6784,3587,15314,9900,14366,11196,13172,6905,6161,10043,7184,10062,11779,12169,13561,9316,7917,11191,2913,11944,8361,9471,11220,6400,5986,13458,7649,6047,5507,12109,8088,5216,10503,11211,6074,3847,12161,11152,11722,13215,12569,9208,12516,12088,11809,11215,12621,11679,13299,14791,12071,12527,13216,10744,13333,8447,10750,8107,9097,8525,9107,3319,4145,7504,11159,7118,13479,5568,6482,8196,4324,8453,3767
8740,7588,7322,9019,7253,3757,10655,10146,1982,6950,10820,5619,7648,9480,8365,5328,3996,11539,8545,11235,8514,10217,6132,5652,7478,4898,7798,9492,8906,10529,6970,6212,9208,2203,8322,6728,7380,8324,4933,5755,9202,6301,4521,4011,8485,5905,3649,8015,8449,4173,2696,8717,9082,8694,10228,10044,6337,9953,9604,9105,8807,9730,8299,10221,11385,8683,8451,10552,8558,10084,5985,7485,6674,7676,6010,7448,3309,4137,6766,8636,6250,10619,4256,4278,5854,4338,6199,2961
9933,5650,4031,9243,6446,3980,11990,11167,2544,3231,10000,5577,5684,9117,7694,9724,4037,12396,12058,12428,8484,6862,5699,5579,4357,2776,8254,6577,9723,10821,6212,10187,9533,1441,7672,10679,7713,4100,7046,6476,8950,9261,6803,6647,6137,9526,2118,8807,5095,5684,4797,10369,5936,6082,8125,11399,5390,5534,9116,6973,10515,7819,8203,10827,10831,6387,6935,11972,5544,9179,5219,9628,4557,11967,6699,5257,4339,3953,7460,4885,8574,11675,4460,2054,7960,4744,8481,5591
12001,8506,9869,11596,11627,5365,15425,13671,2906,8477,15044,6294,8860,13665,9343,8322,8499,15727,14629,16341,11700,14063,10455,10047,9479,5108,11128,13917,11531,15026,9208,9533,14353,2896,9552,10661,10611,10376,7225,10855,10174,10210,6342,5454,9634,8029,4057,11192,10978,4887,3449,10952,13480,11076,14197,15141,7009,14111,14110,12522,12998,13429,10018,14388,15900,10450,8868,15886,12272,13609,7086,8949,10091,12929,7237,11177,6546,7992,11902,11717,10888,15614,5930,4038,7438,8502,8290,4656
2510,2434,2662,2666,2447,1133,3135,2943,544,2540,3428,1616,2476,2992,2485,1115,1439,3401,2356,3340,2605,3571,2082,1906,2642,1659,2352,3354,2559,3219,2203,1441,2896,765,2489,1633,2245,3028,1258,1881,2661,1645,1086,869,2755,1314,1248,2356,2982,1010,524,2366,3269,2940,3416,2987,1936,3663,3067,3067,2529,3232,2445,3067,3571,2849,2580,3137,3055,3183,1846,1901,2390,1949,1668,2638,1022,1460,2168,3128,1770,3179,1279,1467,1462,1460,1572,597
10684,10004,7846,11389,6943,4335,12325,12514,2354,8018,12396,7821,9840,10560,11487,6748,2216,13993,8711,12869,10050,11067,5420,4748,8586,6522,9002,9628,11354,12059,8322,7672,9552,2489,11218,7924,8424,9484,6075,4545,12866,7015,5903,5561,11031,8111,4663,9553,9527,6083,4016,11643,8970,10234,11348,11144,8631,10099,10440,10123,10157,10886,10937,11967,13075,10825,11837,11724,8798,11856,7799,10591,6494,8336,8158,7368,2539,2903,6018,9228,6142,12001,5020,5942,8042,3118,8185,3779
10557,5914,4775,9759,7478,4316,12950,11851,2712,3759,10960,5685,6020,10053,7886,10120,5081,13236,13222,13472,9168,7894,6707,6587,4957,2908,8950,7729,10215,11781,6728,10679,10661,1633,7924,11315,8397,4772,7418,7604,9106,9957,7055,6791,6473,9754,2274,9443,5827,5720,4821,10717,7100,6730,9109,12443,5546,6710,10136,7837,11331,8731,8539,11691,11839,6867,7043,13064,6540,9983,5471,9772,5445,12891,6891,6217,5023,4853,8588,5773,9486,12707,4808,2090,8152,5680,8781,5807
10960,9400,7946,11329,7853,4537,12995,12720,2498,7730,12788,7389,9352,11112,10825,7386,3606,14299,10231,13605,10308,11345,6456,5880,8438,5960,9418,10248,11336,12617,8368,8330,10552,2491,10668,8774,8850,9236,6439,5971,12100,7897,6123,5691,10405,8299,4351,9881,9475,5871,4016,11495,9628,10098,11692,12030,8095,10529,11110,10377,10823,11182,10603,12429,13521,10435,10917,12646,9236,12046,7491,10281,7058,9626,7918,7964,3495,3999,7330,9380,7330,12767,5186,5268,7990,4326,8305,4149
9731,7406,7413,9647,8284,4198,12080,11161,2308,6677,11736,5705,7548,10483,8388,6816,5263,12698,10748,12726,9292,10628,7229,6837,7431,4528,8710,10159,9645,11709,7380,7713,10611,2245,8424,8397,8251,8100,5856,7274,9274,7813,5339,4783,8289,7000,3456,8931,8503,4546,3203,9477,9712,8818,10875,11581,6264,10292,10680,9605,10155,10337,8635,11359,12419,8675,8171,12160,9016,10793,6075,8118,7223,9773,6369,8063,4371,5173,8272,8787,7878,12067,4704,3770,6548,5556,7065,3827
8880,9640,10688,9792,9044,4076,11060,10540,1824,10440,12784,6072,9776,11016,9500,2788,4988,12252,7408,11840,9564,14020,7568,6800,10624,6820,8464,13024,9228,11676,8324,4100,10376,3028,9484,4772,8100,12368,3992,6428,10060,5076,3344,2468,10940,3832,5088,8408,11920,3368,1368,8320,12764,11584,13096,10460,7520,14612,11300,11836,8724,12376,9124,11052,13228,11220,10136,10988,11988,11948,7088,6508,9264,5748,6024,10192,3280,5192,7520,12520,5640,11276,4628,6164,4840,5008,5160,1412
7411,4768,3737,7087,5069,3013,8945,8400,1844,3227,7844,4335,4792,7065,6103,6609,3018,9373,8524,9306,6531,5921,4413,4245,3971,2585,6250,5595,7340,8252,4933,7046,7225,1258,6075,7418,5856,3992,5002,4765,6997,6514,4791,4608,5224,6634,1948,6617,4579,4104,3293,7685,5143,5202,6649,8472,4372,5093,7081,5772,7736,6379,6364,8202,8430,5392,5697,8899,4829,7240,4191,7029,3887,8318,5047,4439,3087,3015,5536,4481,6088,8750,3389,2055,5734,3504,6091,3780
7589,4040,6761,6746,9232,3636,10530,8456,1966,5103,10064,2758,4528,9527,4162,5625,8324,9950,11627,11259,7601,9696,8755,8667,5915,2143,7536,10325,6692,10229,5755,6476,10855,1881,4545,7604,7274,6428,4765,9686,4335,7599,3868,3059,4741,4545,1987,7304,7080,2135,1659,5882,10197,6800,9691,10862,3115,10284,10093,8485,8999,9083,5223,9563,10651,5771,3436,11379,8935,8750,3660,4212,7755,9924,3631,8493,5952,7376,10050,8075,8842,10921,3893,1261,3920,7830,4798,3145
8897,6472,5939,8741,6947,3747,10895,10172,2140,5329,10236,5277,6552,9147,7641,6815,4234,11483,9844,11422,8253,8751,6031,5719,6081,3831,7774,8297,8848,10384,6459,7526,9243,1858,7637,8066,7332,6488,5574,6171,8563,7322,5197,4804,7188,6982,2900,8075,6961,4480,3319,8919,7833,7430,9211,10372,5628,8171,9255,8096,9244,8785,7864,10170,10886,7460,7363,10893,7315,9444,5413,7859,5845,9214,5957,6573,3797,4213,7104,7059,7136,10790,4211,3169,6346,4640,6785,3856
12074,11296,8164,12905,7085,4793,13695,14148,2662,8528,13556,9077,11032,11470,13237,8000,1610,15719,9481,14239,11146,11665,5358,4606,9188,7314,9954,9906,12948,13275,9202,8950,10174,2661,12866,9106,9274,10060,6997,4335,14934,7879,6927,6665,12391,9681,5169,10693,10143,7265,4910,13511,9098,11130,12170,12230,9889,10281,11236,10843,11325,11716,12513,13291,14335,12017,13641,12872,9070,13062,8839,12521,6560,9350,9468,7510,2435,2531,6062,9602,6582,13217,5584,6714,9478,2810,9561,4503
9508,5426,5088,8788,7501,3995,11885,10679,2432,4026,10364,4922,5596,9538,6919,8653,5427,12031,12176,12428,8491,8041,6796,6668,5072,2757,8284,8000,9103,10975,6301,9261,10210,1645,7015,9957,7813,5076,6514,7599,7879,8949,6064,5697,6007,8218,2204,8610,5968,4758,3942,9308,7499,6584,8922,11547,4924,7277,9709,7719,10333,8510,7585,10771,11139,6493,6178,12119,6833,9375,4952,8251,5724,11577,5978,6460,4912,5094,8432,6122,8834,11779,4425,1969,6938,5788,7574,4945
6984,4538,3050,6723,4216,2762,8250,7927,1734,2708,7080,4285,4500,6326,5982,6455,2157,8772,7709,8539,6011,5008,3584,3424,3414,2441,5730,4588,7015,7522,4521,6803,6342,1086,5903,7055,5339,3344,4791,3868,6927,6064,4685,4602,4926,6603,1793,6161,3909,4155,3362,7509,4115,4630,5818,7701,4257,4020,6267,5034,7162,5612,6138,7562,7638,4974,5621,8093,3945,6601,3997,7034,3110,7727,4952,3604,2561,2271,4646,3666,5432,7984,3131,1985,5684,2750,5957,3704
6508,4110,2204,6250,3345,2491,7525,7377,1628,1986,6204,4124,4020,5518,5679,6407,1385,8083,7026,7738,5413,3917,2772,2644,2676,2131,5168,3456,6601,6727,4011,6647,5454,869,5561,6791,4783,2468,4608,3059,6665,5697,4602,4625,4407,6608,1526,5660,3050,4172,3450,7254,2965,3876,4846,6929,3990,2761,5391,4159,6589,4710,5777,6859,6739,4357,5316,7285,2927,5837,3682,6971,2256,7275,4778,2684,2114,1580,3820,2670,4874,7191,2843,1743,5610,2072,5816,3693
12278,8546,6798,11978,8431,5005,14735,13999,2992,6116,13284,7472,8556,11848,10629,10323,4687,15641,13436,15348,10981,10451,7226,6858,7242,4867,10384,9730,12303,13755,8451,11121,11880,2245,10545,11697,9733,7476,8034,7529,12109,10309,7694,7357,9387,10618,3624,10980,8278,6778,5252,12798,8989,9244,11472,13867,7704,9167,11859,10019,12633,11000,10885,13651,14219,9593,10148,14569,8503,12335,7302,11661,6734,13037,8508,7670,4782,4804,8872,8112,9594,14419,5655,4019,9398,5508,9924,5885
10084,10354,9092,11038,7511,4237,11795,11919,2132,9278,12644,7500,10252,10722,11257,5049,2727,13477,7702,12414,9963,12347,5916,5148,9644,7037,8800,10896,10775,11921,8485,6137,9634,2755,11031,6473,8289,10940,5224,4741,12391,6007,4926,4407,11521,6520,5074,9164,10702,5244,3062,10658,10363,11052,12130,10719,8626,11903,10705,10905,9515,11578,10615,11661,13221,11395,11844,11275,10049,12067,7830,9357,7472,6917,7606,8372,2454,3372,6148,10658,5542,11633,4901,6465,6982,3384,7120,2763
